account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
8867697674982505,842580095752,PUNB065015,Salary,Premium,Active,18-04-2020,,3479146.08,3454681.41
3929584016970665,842580095752,PUNB065015,Savings,Premium,Active,24-07-2021,,7236909.75,6829081.34
86095709700087,623101505288,KKBK049558,Recurring Deposit,Premium,Active,15-03-2015,,3234392.54,3553877.73
549102156966,623101505288,KKBK049558,Savings,Regular,Active,25-03-2019,,6494804.67,7111844.1
89220152747511,655558226515,HDFC097413,Savings,Basic,Active,19-06-2019,,1514487.52,8780987.51
72147439617356,655558226515,HDFC097413,Fixed Deposit,BSBD,Active,20-01-2024,,559197.34,10684993.0
9276339861728,597191117776,UTIB046005,Savings,BSBD,Active,26-09-2023,,4774207.2,5235733.24
9235432201690,597191117776,UTIB046005,Savings,Basic,Closed,09-03-2023,,0.0,0.0
164634747293,431128803410,ICIC042776,Savings,BSBD,Active,08-06-2020,,4307840.73,4359605.36
984646965381,431128803410,ICIC042776,Current,BSBD,Active,17-08-2023,,5641890.96,6421459.63
73620896595601,486379056823,HDFC073930,Savings,Basic,Active,18-07-2023,,455646.77,523738.76
651299297396,524694232727,ICIC047250,Savings,BSBD,Active,20-11-2019,,1598647.56,1951998.97
664398127336,353005451410,ICIC014157,Fixed Deposit,Corporate,Closed,17-04-2022,,0.0,0.0
30196637337510,610395275127,BKID093414,Fixed Deposit,Regular,Active,21-03-2021,,4058093.55,4899119.72
8653041077855,995889706522,IOBA026885,Current,Corporate,Active,19-01-2015,,7682643.95,13356625.74
1702524392155,995889706522,IOBA026885,Current,Corporate,Active,15-01-2022,,4423485.81,6564325.36
71458176392225,315878916017,BKID093484,Savings,Basic,Active,29-09-2024,,1538274.04,3677278.37
2472146762074,828902428647,BKID029416,Savings,Basic,Active,28-04-2024,,3697329.63,4560105.93
72870938394324,828902428647,BKID029416,Savings,Regular,Active,01-03-2024,,769093.15,540417.3
81070951388,856239239980,CNRB027922,Savings,BSBD,Closed,18-02-2024,,0.0,0.0
74078810174279,921974910922,HDFC062578,Savings,BSBD,Active,07-01-2017,,3977375.0,4372053.86
7434543259883020,700869813587,PUNB088988,Fixed Deposit,Corporate,Active,20-06-2015,,4847914.72,17405416.79
9206402921375251,700869813587,PUNB088988,Fixed Deposit,Corporate,Closed,20-05-2018,,0.0,0.0
9267462615912,129677892206,UTIB063275,Savings,Regular,Active,19-07-2022,,1239630.48,5188667.62
9239902724968,129677892206,UTIB063275,Savings,Basic,Active,13-12-2023,,419326.24,1655637.43
28929633963,212154426340,SBIN060697,Salary,Regular,Active,23-11-2020,,6155187.46,6347706.68
60508092347,914645277914,SBIN035833,Current,Premium,Active,14-12-2024,,2026614.65,2033511.54
39903244110,914645277914,SBIN035833,Current,BSBD,Active,06-10-2024,,846786.25,981983.26
494699413611,281143971158,CNRB024556,Savings,Regular,Active,13-01-2022,,1573463.32,1628284.56
71960506059274,143805074405,HDFC047477,Fixed Deposit,Basic,Active,25-10-2021,,818047.4,1722485.85
37254178949823,541134907137,BARB087180,Savings,Regular,Active,18-06-2020,,614347.96,7258205.92
6305829180253,399600365875,KKBK080475,Recurring Deposit,Premium,Active,23-11-2020,,3492647.74,4520681.56
707595601846,730344448233,ICIC039364,Savings,Basic,Active,19-12-2024,,1260531.62,1737081.7
356907347428,891976214241,BARB051912,Savings,BSBD,Active,16-09-2018,,119498.35,714653.26
63723953377025,341490893861,HDFC062562,Current,Basic,Active,26-08-2023,,1434783.06,10772307.08
81565268254836,256982694146,HDFC079026,Current,Premium,Active,29-09-2024,,3836422.78,2400246.92
20022204393456,256982694146,HDFC079026,Salary,Premium,Active,10-06-2024,,455841.26,1857730.34
244575116932,725899758651,ICIC086103,Fixed Deposit,Regular,Active,25-05-2023,,443493.83,6798394.61
69505136877,512661668692,CNRB081477,Savings,Basic,Active,16-06-2024,,3964657.02,4508009.47
7482640205313,430438377737,BARB078626,NRE,Regular,Active,28-09-2022,,4616409.43,5469553.11
1312753675801,796740690516,CNRB080240,Current,Regular,Active,25-10-2024,,1840606.92,4910542.99
154827103151,796740690516,CNRB080240,Savings,Premium,Active,20-05-2024,,763049.45,7544974.94
7976583328853,244789978970,BKID078770,Savings,Regular,Active,26-01-2024,,853576.66,15458067.19
787477231366,244789978970,BKID078770,Recurring Deposit,Premium,Frozen,13-10-2021,,0.0,0.0
9292859825844,252115111164,UTIB023497,Fixed Deposit,Corporate,Active,06-08-2022,,13890450.12,14994023.9
9183812328132,228065435646,UTIB094545,Current,BSBD,Active,31-01-2022,,345573.54,698695.28
88513224481539,976922614131,HDFC011392,Savings,BSBD,Active,29-11-2024,,2464194.04,587232.1
52716105193702,976922614131,HDFC011392,Current,Regular,Active,21-09-2022,,1240799.89,1296818.09
19540312633438,331563758802,BARB040753,Savings,Basic,Active,27-07-2019,,1207419.07,18719859.28
441794048897,331563758802,BARB040753,Salary,Premium,Active,19-12-2024,,3045719.83,4270300.32
756784996684,404155503221,ICIC060448,Current,Corporate,Dormant,16-11-2024,20-12-2024,3402.13,0.0
397938342480,404155503221,ICIC060448,Current,Corporate,Active,03-05-2024,,6337344.48,14464699.48
9165456123993,180530357379,UTIB061251,Current,Regular,Active,02-03-2023,,1804121.39,3031021.18
5834745233158,880080167967,BARB094338,Savings,Basic,Active,08-10-2021,,6238226.09,7401708.47
959152791178,560481960676,BARB027256,Fixed Deposit,BSBD,Active,17-05-2023,,4251208.67,4037220.03
38291200604,210742978938,CNRB048928,Salary,Premium,Active,26-03-2021,,1835831.46,2490138.7
11445985014,856702910551,SBIN075914,Current,BSBD,Active,28-10-2020,,708497.97,1509218.43
87393765890,298643310540,BKID072079,Fixed Deposit,Regular,Active,24-12-2024,,4552588.72,10372449.15
25165246427,298643310540,BKID072079,Fixed Deposit,Regular,Active,21-08-2024,,7724882.13,5342429.89
7842260119864,619470034239,IOBA023359,Savings,Basic,Active,27-02-2021,,2550210.78,2162468.95
8406262650721,619470034239,IOBA023359,Savings,Regular,Dormant,23-02-2021,14-09-2022,0.0,167046.28
7639114485576409,103097595496,PUNB034624,Current,BSBD,Active,20-12-2021,,598399.75,8057415.63
9259632461943,737126612054,UTIB090395,Savings,Premium,Active,19-03-2024,,1162920.76,3410937.51
9298911645720,737126612054,UTIB090395,Savings,Premium,Active,24-03-2024,,296473.81,10478369.58
7874257259471118,574673851873,PUNB030439,Recurring Deposit,Regular,Active,16-01-2024,,1692383.83,2297302.71
4506587635546468,574673851873,PUNB030439,Salary,BSBD,Active,01-04-2021,,2205376.56,3044121.84
864442754070,749130073850,IOBA047549,Fixed Deposit,Regular,Active,19-06-2016,,6530385.88,8087061.82
99129019224,164008673889,IOBA069966,Salary,Premium,Active,16-02-2023,,1754851.38,10086379.7
52178402836223,164008673889,IOBA069966,Current,Regular,Active,05-07-2022,,315653.35,1372801.58
2928612544583692,565256094976,PUNB058001,Salary,Regular,Active,16-02-2022,,590282.75,7935423.33
82666033266,815959463973,KKBK017971,Recurring Deposit,Basic,Active,03-05-2022,,2101273.65,12162963.84
469076238889,815959463973,KKBK017971,Salary,Basic,Dormant,21-01-2023,03-03-2023,4860.36,0.0
8262509476371506,263013780613,PUNB016516,Salary,Premium,Active,16-11-2024,,170893.54,645407.69
9191625978230,969612059850,UTIB048894,Savings,Basic,Active,14-07-2022,,2143275.63,8452425.1
845149628373,991452273336,ICIC072661,NRE,Regular,Active,27-09-2024,,12680963.83,12933805.99
147659933452,991452273336,ICIC072661,NRE,Premium,Active,17-11-2021,,884301.64,1180593.74
842248437591,540600916488,ICIC033576,Salary,Basic,Active,12-11-2019,,5470689.03,5016927.56
429093595905,987025866644,KKBK031524,Savings,Basic,Active,21-12-2021,,1020021.41,3103284.64
59043666795,987025866644,KKBK031524,Salary,Premium,Active,20-11-2021,,747499.53,1227055.31
287787910185,133654765951,ICIC046269,Savings,BSBD,Active,28-02-2024,,326735.14,15901801.01
635089208367,133654765951,ICIC046269,Savings,Basic,Active,14-07-2023,,1543529.4,2487219.06
96303469280,560940172172,SBIN072392,Savings,Regular,Active,09-10-2020,,1639026.6,2111099.72
25156338256,560940172172,SBIN072392,Salary,Premium,Active,18-07-2024,,357773.25,6255349.62
68486640347208,211263909396,BKID020791,Savings,Regular,Active,26-09-2019,,1703268.99,6223216.28
7225786217181564,752040197193,PUNB048559,Savings,Basic,Active,07-10-2024,,759131.38,609703.6
517116422821,968041745007,ICIC031435,Savings,Premium,Active,21-09-2024,,4291033.41,4231220.44
116290931387,968041745007,ICIC031435,Savings,Regular,Dormant,22-06-2024,12-09-2024,1577.74,20003.11
659892370282,839008240364,BARB067366,Fixed Deposit,Premium,Active,06-07-2024,,4994756.6,4836137.04
995826559051,361296845349,IOBA074864,Salary,BSBD,Active,23-10-2021,,496548.02,63906.94
769654665163,361296845349,IOBA074864,Savings,Basic,Active,28-09-2023,,653319.99,1917096.41
3434945922081,753815906182,CNRB030786,Recurring Deposit,BSBD,Active,05-04-2024,,2459193.32,2717279.14
62822553885,883468211857,BARB074158,Current,Regular,Active,16-06-2023,,3560631.38,4024919.42
12653480434064,883468211857,BARB074158,Current,Regular,Active,20-12-2015,,636403.19,7898950.7
153540758943,597708420512,ICIC033542,Current,Premium,Active,13-10-2023,,3452567.15,3758084.08
4978845064265,747442374079,BKID090418,Current,Basic,Active,03-10-2022,,5775294.76,6700389.09
788942388359,747442374079,BKID090418,Salary,Premium,Active,25-12-2024,,195910.52,247166.74
357046099636,551502284422,ICIC011243,Fixed Deposit,Regular,Active,29-03-2022,,12919935.44,2677008.98
371157237791,551502284422,ICIC011243,Fixed Deposit,Regular,Active,12-08-2019,,6291189.72,17377443.34
4286149815365208,287355889602,PUNB058093,Current,Regular,Active,19-01-2024,,529052.66,9372143.16
8259205961431596,287355889602,PUNB058093,Salary,Regular,Active,23-12-2023,,1482209.26,1732857.4
316027197474,580653437281,KKBK024238,Current,Basic,Active,30-05-2023,,1715264.26,10778841.39
63488382799443,598727285811,IOBA084658,Savings,Basic,Active,14-09-2024,,409046.43,848241.32
89281394570602,418011529941,BARB043114,Savings,Premium,Active,20-05-2022,,798483.29,10960017.63
8721109041907,263810890518,KKBK092816,Savings,Premium,Active,21-09-2019,,14136499.9,9123736.46
7187528998295,263810890518,KKBK092816,Recurring Deposit,Regular,Dormant,12-07-2019,12-09-2023,0.0,0.0
83270983001,506393651896,SBIN065857,Recurring Deposit,Premium,Active,24-08-2024,,1498823.71,891919.93
39202555637,506393651896,SBIN065857,Current,BSBD,Active,19-07-2024,,7552784.33,7710024.63
3894771203673,214615570818,BKID026223,Savings,BSBD,Active,16-09-2024,,6282964.11,6617226.71
58682514916447,214615570818,BKID026223,Savings,Regular,Active,13-12-2023,,3334216.1,3693779.96
94180300762777,419294974231,BKID052644,Recurring Deposit,Regular,Active,06-04-2022,,1287107.49,1093741.48
35367531463991,339025817186,IOBA067274,Current,BSBD,Active,26-03-2023,,1415119.91,4240780.09
34553420496540,776335666727,HDFC087187,Salary,Regular,Dormant,11-05-2016,08-04-2022,4668.83,1213.71
3640016923414,147068103454,BKID037288,Fixed Deposit,Regular,Active,23-07-2018,,1518961.22,15994870.11
768538692541,147068103454,BKID037288,Salary,Basic,Active,29-05-2018,,1675206.75,8160349.81
9202297638158,244406184240,UTIB044492,Current,BSBD,Frozen,30-05-2024,,0.0,0.0
5201548696170,603707833917,BARB040663,Savings,Basic,Active,13-06-2021,,4720280.38,4848838.32
3059504354704,603707833917,BARB040663,Savings,Regular,Active,09-12-2021,,807853.76,11023285.52
72846668614800,191099687291,HDFC023097,Salary,BSBD,Active,07-11-2023,,23285.7,549873.87
9124633486032,375370636760,BKID027002,Salary,Basic,Active,21-08-2021,,5778899.88,6178528.63
9265765626823,825435885857,UTIB096866,Salary,Regular,Active,09-09-2021,,4584859.7,4832950.64
6832035359174781,579688289050,PUNB014357,Fixed Deposit,Basic,Active,12-01-2023,,176860.36,492369.3
2589161291230108,579688289050,PUNB014357,Salary,Regular,Active,30-04-2023,,1140730.8,9653042.28
4493046014263,739345885956,KKBK017114,Savings,Basic,Active,15-10-2023,,1406779.05,669551.13
94429626560292,739345885956,KKBK017114,Savings,Premium,Active,23-10-2023,,3863671.08,3738929.32
50073067221672,151853806669,BKID026970,Fixed Deposit,Corporate,Active,07-09-2022,,13593744.73,14622586.9
46335724381543,151853806669,BKID026970,Current,Regular,Active,28-05-2020,,8101970.57,13988718.68
1571698803040598,185483963966,PUNB064723,Current,Corporate,Active,06-11-2024,,13406368.2,19744605.85
4537323916842074,185483963966,PUNB064723,Fixed Deposit,Regular,Active,04-05-2023,,10385891.39,9796997.81
70498692374,151897434469,IOBA076601,Salary,BSBD,Active,02-05-2023,,3196980.44,2776994.11
7069479343606,151897434469,IOBA076601,Fixed Deposit,Premium,Active,27-09-2022,,1273207.29,3245364.67
784382625392,124370341202,ICIC075057,Savings,Premium,Active,09-04-2016,,6479940.61,6242788.09
94513398140150,188492671787,BKID085905,Current,Basic,Active,21-04-2023,,2546957.62,7651055.64
318186220283,188492671787,BKID085905,Salary,Premium,Active,10-05-2024,,1035508.87,1327015.68
24011632949551,681606309589,HDFC031547,Recurring Deposit,BSBD,Active,25-08-2023,,6756532.0,6641322.59
56004579992096,681606309589,HDFC031547,Savings,Regular,Active,09-07-2024,,686905.62,1813783.2
361747623139,506457495379,BARB014741,Recurring Deposit,Regular,Active,05-11-2024,,825148.21,12491624.83
68840318835,655849467613,CNRB044692,Salary,Basic,Active,17-07-2022,,1005786.33,10377075.64
8381645834828976,479594364076,PUNB022377,Fixed Deposit,BSBD,Active,13-12-2020,,2158648.82,12069404.09
694634293668,609344363772,CNRB031619,Fixed Deposit,Regular,Active,12-02-2022,,5324231.67,13302164.31
9355406252324,609344363772,CNRB031619,Fixed Deposit,Regular,Active,22-10-2024,,2797369.64,9425795.74
6917262435426,998809207139,IOBA097220,Salary,Basic,Active,16-11-2021,,1602238.46,3283626.23
636448712401,998809207139,IOBA097220,Current,Basic,Active,19-12-2022,,4843894.57,5298852.35
69652979088951,369770085364,BARB010053,Fixed Deposit,Premium,Active,15-09-2024,,1075073.11,11722426.12
3122848404284,369770085364,BARB010053,Savings,Basic,Active,27-12-2023,,161948.36,1802287.9
420759749878,570522050065,KKBK069150,Salary,Premium,Active,18-10-2020,,2007243.32,5576942.86
16580816144,570522050065,KKBK069150,Current,BSBD,Active,13-11-2022,,1177290.06,10081877.03
82363154027,721630442523,IOBA092550,Current,Regular,Dormant,06-05-2023,15-07-2023,43226.77,0.0
773432474863,570993250146,ICIC033875,Fixed Deposit,Regular,Closed,03-06-2018,,0.0,0.0
1059655639137272,255161570630,PUNB020630,Fixed Deposit,Regular,Active,07-08-2018,,7433556.86,7008492.04
9059255806196484,255161570630,PUNB020630,Savings,Premium,Active,21-09-2020,,826895.33,637702.44
8152948426002471,499400617231,PUNB094739,Salary,Premium,Active,17-12-2019,,689727.46,9104995.72
1053963823393356,499400617231,PUNB094739,Savings,Premium,Active,04-06-2021,,874454.68,748558.82
841942407165,158794288334,CNRB029392,Salary,Basic,Active,03-07-2023,,831438.89,2156395.33
53759553569,158794288334,CNRB029392,Current,Basic,Active,16-09-2023,,863586.45,3183415.88
9258469871174,767389058725,UTIB037906,Savings,Basic,Active,21-03-2024,,2803095.49,3334872.43
748447851385,319341574827,ICIC075385,Salary,Basic,Active,01-05-2023,,5407452.63,6810394.69
412123876027,319341574827,ICIC075385,Savings,Premium,Active,01-11-2024,,3325067.43,4139121.37
6815191976658932,299551475357,PUNB083992,Salary,BSBD,Active,07-08-2019,,228431.67,4742436.41
3248614277079566,299551475357,PUNB083992,Current,Basic,Active,31-03-2021,,879284.42,7904512.99
9242942703011,385249300968,UTIB024419,Savings,Basic,Dormant,21-03-2024,14-09-2024,23470.99,0.0
621022959728,467305211784,KKBK040937,Current,Regular,Active,29-11-2018,,345356.64,1220126.05
4530375774097,467305211784,KKBK040937,Current,Corporate,Active,25-04-2024,,2804274.45,7121179.39
5656422857304091,232674333083,PUNB012239,Fixed Deposit,Basic,Active,04-09-2022,,1292299.72,9942183.76
1146318438402999,232674333083,PUNB012239,Salary,BSBD,Active,30-11-2020,,5552098.51,6151934.81
99967514078,942497373977,CNRB093831,Salary,BSBD,Active,20-01-2018,,443192.0,6664218.57
957130840940,354122244210,CNRB047468,NRO,Regular,Active,27-04-2024,,1109513.61,6981300.0
73016223992,958428951311,SBIN056644,Fixed Deposit,Corporate,Active,10-10-2018,,4896883.44,1364547.65
95534094827863,541408723095,HDFC071346,Salary,Regular,Active,16-01-2021,,426757.89,10603613.7
41485021413157,541408723095,HDFC071346,Salary,Basic,Active,06-03-2023,,923404.31,11390574.94
335505791652,851841789776,ICIC088264,Current,Basic,Active,01-10-2024,,2058461.61,2420597.24
850141615738,851841789776,ICIC088264,Recurring Deposit,BSBD,Active,24-04-2023,,415814.71,1605923.89
381438294474,135425259262,ICIC086801,Recurring Deposit,Premium,Active,21-06-2015,,1103759.06,3313366.39
43453077913232,258596980315,BKID066312,Savings,Regular,Active,03-01-2022,,4254531.71,4547672.69
1906312592242,898150013744,BKID092315,Fixed Deposit,BSBD,Active,05-03-2019,,1174653.78,1564777.19
278981219783,898150013744,BKID092315,Savings,Regular,Active,08-11-2018,,328972.69,1128580.05
29641277415,341562310814,KKBK084393,Savings,Premium,Active,18-05-2017,,1135519.26,8965376.03
24313395600,579298483616,SBIN080332,Savings,BSBD,Active,25-05-2020,,929869.98,5656964.25
956161936102,575578960337,BKID015307,Savings,BSBD,Frozen,06-06-2022,,0.0,0.0
34245546097,413079021191,IOBA066659,Savings,Basic,Active,30-07-2024,,2503355.54,10616989.82
560197393752,250889499260,ICIC046189,NRO,Regular,Active,13-03-2020,,1081266.39,812339.56
664628872183,250889499260,ICIC046189,Savings,Premium,Active,02-02-2024,,4765902.84,4510400.5
9247995393183,504003846456,UTIB068508,Recurring Deposit,Regular,Active,09-01-2022,,2581363.74,2270495.85
32095013177497,189742595636,HDFC010012,Savings,Regular,Active,24-12-2023,,7561726.67,7540139.41
51910781068971,189742595636,HDFC010012,Savings,Regular,Active,05-03-2024,,1175133.66,6810398.81
111424894477,709855790863,CNRB092798,Savings,Basic,Active,02-09-2023,,63738.83,5324407.0
3598171310664,709855790863,CNRB092798,Current,Premium,Active,09-07-2024,,3770408.22,6777572.55
9232806913284,753129305554,UTIB056145,Savings,BSBD,Active,25-04-2023,,1009466.53,1983628.49
9127730068894,753129305554,UTIB056145,Current,BSBD,Active,19-11-2022,,985739.27,1522455.28
9794562091001,128616371655,IOBA041778,Savings,Basic,Active,13-02-2020,,557274.16,7664746.01
2669637684663,246098645721,IOBA084694,Recurring Deposit,Regular,Active,11-10-2021,,749665.19,1139661.11
268845854742,479531035236,IOBA063042,Current,Basic,Active,02-07-2024,,946355.39,2273464.12
930176013443,196310938570,BKID097239,Savings,BSBD,Closed,27-07-2019,,0.0,0.0
883115766913,196310938570,BKID097239,Savings,Premium,Active,28-06-2022,,6524183.39,6735474.93
86798056725963,329661287721,BARB062625,Current,Corporate,Active,03-12-2024,,1012721.89,7970842.01
98293946548,329661287721,BARB062625,Fixed Deposit,Regular,Active,02-12-2023,,1851251.66,2484158.03
9233945495919,968386491312,UTIB012248,Savings,Premium,Active,06-04-2024,,1286771.35,3166556.37
5217147199437,427007771048,KKBK096982,Savings,Premium,Active,19-06-2022,,623709.82,558701.6
970709932277,101022124126,BKID019879,Savings,BSBD,Active,13-07-2021,,5508635.06,6523891.05
3522296053645,101022124126,BKID019879,Savings,Basic,Dormant,23-12-2017,06-02-2025,0.0,0.0
78514233852693,967726628976,CNRB078717,Fixed Deposit,Basic,Active,17-12-2023,,873173.03,7457163.7
5098560340435624,131374966565,PUNB039482,Savings,Premium,Active,20-06-2022,,13150509.64,13589568.82
400693817329,714354899289,ICIC058938,Savings,Regular,Active,06-09-2024,,6357002.05,5712335.95
404986255332,714354899289,ICIC058938,Salary,Regular,Active,08-08-2023,,640947.14,772775.96
12479727620,414663941549,SBIN072777,Salary,Premium,Active,23-04-2019,,4106680.09,4452292.21
37920405314,355966880475,KKBK081183,Salary,Premium,Active,17-11-2021,,6551989.46,8140360.41
7075519746526,355966880475,KKBK081183,Recurring Deposit,Regular,Active,15-03-2024,,1736142.54,9048007.39
99167031975301,917403577780,BKID029482,NRE,Regular,Active,16-08-2024,,1272249.62,10394875.79
65096468624758,485517308520,CNRB077698,Current,Corporate,Active,09-12-2024,,7525521.23,7791337.44
1813600681620,485517308520,CNRB077698,Current,Corporate,Active,28-04-2023,,1663243.12,4031916.14
18433364981,197612791536,BARB055223,Fixed Deposit,Premium,Active,15-10-2020,,461075.65,2247988.67
3877379868796,197612791536,BARB055223,NRO,Premium,Active,11-03-2020,,1970045.81,1031974.61
7663788416050592,659601590651,PUNB027905,Recurring Deposit,Premium,Active,17-11-2024,,6181673.89,6686050.2
7656605301845021,659601590651,PUNB027905,Savings,Basic,Closed,19-09-2024,,0.0,0.0
27074078295,535743353789,SBIN028128,Fixed Deposit,Regular,Active,10-07-2021,,10971133.64,9526141.16
340337453910,218726648534,ICIC059216,Current,Regular,Active,23-11-2020,,1853119.34,1553881.19
15873709691255,709273624410,BKID029660,Current,Regular,Active,17-01-2021,,808149.6,536065.03
339706117547,306705505939,BKID011002,Current,Basic,Active,17-03-2018,,1516955.91,1366125.41
356971712376,874944951440,ICIC096707,Recurring Deposit,Basic,Active,24-08-2024,,921426.92,2248129.74
568065787399,874944951440,ICIC096707,Savings,BSBD,Closed,05-12-2024,,0.0,0.0
9194151357540,791790785475,UTIB046549,Savings,BSBD,Active,03-08-2024,,6607076.85,6899139.3
29144392518,439637330965,SBIN070034,Recurring Deposit,Premium,Active,01-09-2020,,1323096.85,13569966.23
37095217200,439637330965,SBIN070034,Current,Premium,Active,23-12-2022,,6513658.08,6239247.32
299881686980,157153645887,ICIC019141,Savings,Basic,Active,07-05-2022,,150201.21,886347.54
623106173614,157153645887,ICIC019141,Recurring Deposit,Regular,Active,16-08-2019,,1656394.49,6868745.0
2751193173280,711972539803,IOBA042247,Savings,Basic,Active,24-08-2023,,680368.22,7590499.48
91733847191,711972539803,IOBA042247,Savings,BSBD,Active,19-11-2024,,332159.98,7214651.93
94090075877,260105461001,SBIN082302,Savings,BSBD,Active,30-09-2020,,1055368.92,9132996.6
347790820831,428312966424,ICIC084386,Savings,Premium,Active,27-02-2023,,1518087.83,4536109.03
83784067686,190388697926,IOBA080974,Savings,Basic,Active,13-11-2022,,1783948.28,7303303.23
5342739061983526,969076419482,PUNB011674,Savings,Regular,Active,11-05-2023,,1153741.97,13372419.75
447419996460,415150652545,ICIC064506,Savings,Basic,Active,02-05-2024,,3045373.03,2556804.85
4681830448203,647629317349,CNRB018715,Current,Basic,Active,15-12-2023,,6672540.39,21269610.6
104694728436,739533509906,CNRB063233,Salary,Regular,Active,30-07-2017,,699411.1,2320256.83
13314238791402,739533509906,CNRB063233,Salary,Premium,Active,29-09-2016,,9680829.29,9802118.43
75917991915218,613400838730,IOBA016224,Savings,Premium,Active,29-11-2021,,1105802.46,1388686.34
907608364558,613400838730,IOBA016224,Recurring Deposit,BSBD,Active,13-04-2019,,809763.21,3125157.06
48679055529634,958575213223,CNRB033364,Fixed Deposit,Regular,Active,26-11-2024,,2821807.31,11013211.4
81159381829,958575213223,CNRB033364,Current,Regular,Active,22-11-2023,,7481579.01,14925767.22
6052003100285,968075966554,CNRB030412,Fixed Deposit,BSBD,Active,06-07-2019,,1835829.8,3196335.57
949821549591,968075966554,CNRB030412,Salary,BSBD,Active,26-12-2022,,2131316.29,1640331.03
3571355503971,250970321036,CNRB080683,Savings,Regular,Active,25-09-2021,,1571585.28,8430502.15
124368406213,826992662459,ICIC079306,Current,Regular,Active,02-05-2021,,660634.0,6729494.36
298348596916,826992662459,ICIC079306,Salary,Basic,Active,25-07-2020,,2370931.12,13032205.76
51861129770,284373456303,SBIN093726,Savings,BSBD,Active,16-09-2024,,1308481.47,1163317.45
18811118999,284373456303,SBIN093726,Savings,BSBD,Active,03-12-2024,,1707917.76,13721697.46
73946514805,909827569411,IOBA091764,Savings,Basic,Active,14-08-2020,,4714994.38,4657193.96
24578778169659,320117464246,IOBA082957,Salary,Premium,Active,17-12-2024,,1023907.64,2543049.33
571804312214,320117464246,IOBA082957,Current,Basic,Active,06-02-2023,,715088.4,1678138.98
55620770596983,472177311093,BKID081249,Recurring Deposit,Basic,Active,10-07-2017,,4182051.15,3866547.93
564376558281,795153567169,BARB057086,Savings,Regular,Active,02-12-2022,,2203140.87,1970685.66
67412738891615,791597069833,IOBA092640,NRO,Regular,Active,10-11-2024,,8754312.65,8435908.8
326642617638,605272020849,CNRB098985,Fixed Deposit,Regular,Active,26-10-2024,,570186.43,434064.92
64992965739,537389312093,IOBA025112,Savings,Regular,Active,23-07-2024,,5073810.05,4973573.19
10010100098,234406053134,BKID066914,Savings,Basic,Closed,02-09-2023,,0.0,0.0
2663299902371,234406053134,BKID066914,Current,BSBD,Closed,28-11-2022,,0.0,0.0
94489188421,799120139889,CNRB087391,Current,Regular,Dormant,29-01-2024,18-11-2024,1452.2,42538.94
676719450801,229074384926,KKBK033350,Current,Premium,Closed,28-08-2024,,0.0,0.0
8841991886534,229074384926,KKBK033350,Current,Basic,Active,18-07-2024,,7370270.03,6981974.06
207566023700,581761408216,IOBA046873,Savings,Regular,Active,30-04-2015,,2263641.5,4609850.95
9208932621008,802069933830,UTIB030895,NRE,Regular,Active,05-09-2018,,5635299.05,6602345.02
52225048963850,958702442313,BKID077007,Savings,Basic,Active,25-12-2021,,7380283.85,8099697.0
5576452197895700,194403415352,PUNB061583,Fixed Deposit,Corporate,Active,12-03-2021,,12061906.76,8202598.7
6324522356634379,194403415352,PUNB061583,Fixed Deposit,Regular,Active,09-11-2017,,6737703.47,20822998.24
30369211036,622675653256,SBIN018049,Salary,Basic,Active,10-12-2022,,318518.56,559453.22
18723485623,625103945619,BKID066201,Savings,Regular,Active,17-05-2023,,867816.03,6970681.21
54808284970,625103945619,BKID066201,Salary,Premium,Active,21-09-2022,,3570580.23,3087153.87
721725638966,504752214411,ICIC051794,Savings,Premium,Active,29-07-2018,,1331649.14,1253010.76
294921204066,504752214411,ICIC051794,Current,Basic,Dormant,15-03-2020,14-06-2022,49955.51,0.0
9293034301894,240326112716,UTIB023900,Savings,Basic,Active,18-12-2024,,120412.82,442316.54
9102170669843,998378873522,UTIB029471,Salary,BSBD,Active,04-12-2017,,803375.64,3539840.9
9269329055815,998378873522,UTIB029471,Salary,Regular,Active,03-05-2023,,1194921.91,4071413.74
5733101546608,121422855929,IOBA013429,Current,Regular,Active,25-08-2019,,7445615.82,7412950.25
8395123514731,121422855929,IOBA013429,Recurring Deposit,Premium,Active,18-11-2021,,3928131.82,3818673.5
4097935005168,607577319004,CNRB052843,Fixed Deposit,Premium,Active,15-10-2022,,1626344.38,1965066.75
19801898142419,607577319004,CNRB052843,Savings,Regular,Active,05-09-2020,,673985.94,3529438.71
55340528664786,506969784715,KKBK015539,Savings,Regular,Active,25-09-2021,,841209.57,1282277.45
67784487996785,254095908050,BARB088755,NRO,Premium,Active,02-10-2022,,1385274.87,14728242.68
2826694849320,254095908050,BARB088755,NRO,Premium,Active,04-08-2024,,1929926.28,3977036.85
55721705331,153380997093,CNRB048735,Fixed Deposit,Basic,Active,05-01-2023,,1604666.38,3710838.77
59584313149,153380997093,CNRB048735,Savings,Premium,Active,03-06-2023,,905995.05,330277.01
1303280774759765,347171423520,PUNB064080,Savings,Basic,Active,12-12-2022,,863823.02,1589446.5
8837288681368084,347171423520,PUNB064080,Savings,Basic,Active,01-08-2023,,1771240.5,3100731.59
