wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT765594808992,478210180992,Full KYC,Active,07-08-2023,ESC4062191201808,200000,200000,200000,2400000,200000,17067680769294
WLT694864812059,533814349876,Full KYC,Active,06-09-2016,ESC1446133794960,200000,200000,200000,2400000,200000,165658505444
WLT408517899489,753815906182,Minimum KYC,Active,20-05-2023,ESC6935688285245,10000,10000,10000,120000,10000,3434945922081
WLT086944402459,898734675667,Minimum KYC,Active,06-05-2024,ESC2177590258226,10000,10000,10000,120000,10000,98399881134
WLT491427576847,876519975378,Full KYC,Active,06-10-2023,ESC9113748482233,200000,200000,200000,2400000,200000,76226456664468
WLT474838017586,179093017439,Full KYC,Active,15-08-2019,ESC5963920014293,200000,200000,200000,2400000,200000,7592012983532375
WLT052004292184,768328589797,Full KYC,Active,21-07-2024,ESC3517868858773,200000,200000,200000,2400000,200000,403864232673
WLT139018914767,676937276061,Full KYC,Active,18-12-2021,ESC1709866232638,200000,200000,200000,2400000,200000,313077665599
WLT474769385463,114266795994,Full KYC,Active,06-09-2021,ESC8873633772303,200000,200000,200000,2400000,200000,8845622898974958
WLT702416468577,306705505939,Full KYC,Active,15-03-2020,ESC2772178221716,200000,200000,200000,2400000,200000,339706117547
WLT080597183610,567900705977,Full KYC,Active,19-11-2023,ESC9716860878726,200000,200000,200000,2400000,200000,903676036517
WLT810548814416,521617372679,Full KYC,Active,29-12-2023,ESC5765261153692,200000,200000,200000,2400000,200000,6736254841438506
WLT264380286218,596696223876,Minimum KYC,Active,07-12-2019,ESC3652152352120,10000,10000,10000,120000,10000,483619495796
WLT679814445450,848907386048,Full KYC,Active,24-03-2024,ESC3497938871034,200000,200000,200000,2400000,200000,782587191875
WLT110133645948,931622055871,Full KYC,Active,23-02-2022,ESC7174349454648,200000,200000,200000,2400000,200000,129877849781
WLT547831931823,740788814668,Minimum KYC,Active,09-12-2017,ESC5544984284259,10000,10000,10000,120000,10000,20691847994681
WLT194840709366,703948999006,Minimum KYC,Active,15-11-2020,ESC2541377514929,10000,10000,10000,120000,10000,3530135557986
WLT931369032129,624505803717,Full KYC,Active,26-05-2024,ESC6343518380524,200000,200000,200000,2400000,200000,2716655517177488
WLT489570741793,707496451671,Full KYC,Active,31-08-2021,ESC3610065087973,200000,200000,200000,2400000,200000,1400029128016414
WLT861409547010,627456120674,Full KYC,Active,18-06-2021,ESC7443880793541,200000,200000,200000,2400000,200000,474122221873
WLT781814070334,249456121514,Full KYC,Active,02-01-2019,ESC9334948006227,200000,200000,200000,2400000,200000,894853569533
WLT655801785389,255146656935,Full KYC,Active,02-06-2023,ESC8825570081665,200000,200000,200000,2400000,200000,4534137245998
WLT982890668079,814604059355,Minimum KYC,Active,15-06-2023,ESC3455744217721,10000,10000,10000,120000,10000,754553101352
WLT745087970631,381802101011,Full KYC,Active,16-11-2024,ESC1219157143557,200000,200000,200000,2400000,200000,99147222109361
WLT252300758643,502978010924,Minimum KYC,Active,29-08-2020,ESC2002914572659,10000,10000,10000,120000,10000,77007783861422
WLT250440253960,886852489806,Full KYC,Active,28-02-2018,ESC3890973460476,200000,200000,200000,2400000,200000,71997899339
WLT119421657335,653926076851,Full KYC,Active,26-01-2023,ESC5768767556361,200000,200000,200000,2400000,200000,21283233935
WLT114688118128,548036952096,Minimum KYC,Active,01-10-2023,ESC1601759520470,10000,10000,10000,120000,10000,75402889862
WLT566097208358,356032078178,Full KYC,Active,24-12-2021,ESC3778058898677,200000,200000,200000,2400000,200000,935885796173
WLT188983310646,324217929816,Minimum KYC,Active,28-02-2022,ESC8112664948480,10000,10000,10000,120000,10000,9101135143988
WLT406224486967,836082381620,Full KYC,Active,28-08-2023,ESC6876971496924,200000,200000,200000,2400000,200000,50037033249274
WLT249616319662,877731056406,Minimum KYC,Active,25-06-2021,ESC8292569309945,10000,10000,10000,120000,10000,22159932410608
WLT508565491476,271453107527,Full KYC,Active,21-02-2024,ESC7564625508960,200000,200000,200000,2400000,200000,74013248727
WLT160550383982,932853052373,Full KYC,Active,24-09-2022,ESC8143320451787,200000,200000,200000,2400000,200000,704198924355
WLT002377446247,678694603367,Full KYC,Active,14-04-2022,ESC3915970757196,200000,200000,200000,2400000,200000,29492760372195
WLT233966401900,867959229683,Full KYC,Active,16-04-2023,ESC8447437064184,200000,200000,200000,2400000,200000,90562625737932
WLT015833474354,344357783111,Minimum KYC,Active,17-03-2024,ESC6882795241598,10000,10000,10000,120000,10000,115311375567
WLT969368308732,265518519402,Full KYC,Active,06-04-2021,ESC5353963583987,200000,200000,200000,2400000,200000,9127443597406
WLT155022849510,261177319959,Full KYC,Active,05-04-2022,ESC5366972227142,200000,200000,200000,2400000,200000,44850948574
WLT958811248973,461485787186,Minimum KYC,Active,06-03-2021,ESC3629901601293,10000,10000,10000,120000,10000,9132293579351
WLT295450028558,978574857668,Full KYC,Active,05-07-2015,ESC9222007243269,200000,200000,200000,2400000,200000,971840478217
WLT615847639120,617596151496,Minimum KYC,Active,04-11-2022,ESC6480930007165,10000,10000,10000,120000,10000,8353965860344230
WLT761915297674,678782909730,Minimum KYC,Active,19-01-2023,ESC5538365181749,10000,10000,10000,120000,10000,30603779416465
WLT278072090259,895535135059,Full KYC,Active,23-12-2023,ESC3129348493886,200000,200000,200000,2400000,200000,9179182562771
WLT629851921741,446045683931,Full KYC,Active,08-08-2022,ESC5678400563426,200000,200000,200000,2400000,200000,534219110830
WLT063001993742,367228463517,Full KYC,Active,02-07-2020,ESC4968311764244,200000,200000,200000,2400000,200000,35789154529
WLT474317113649,581760485653,Full KYC,Active,25-03-2022,ESC6494886331531,200000,200000,200000,2400000,200000,18993117205829
WLT261638259757,635263804405,Full KYC,Active,21-04-2021,ESC5885530860585,200000,200000,200000,2400000,200000,36409226052
WLT103333038620,212529925289,Full KYC,Active,22-08-2019,ESC2763149692634,200000,200000,200000,2400000,200000,829751487410
WLT823438348697,799647532417,Full KYC,Active,16-12-2022,ESC4721226460524,200000,200000,200000,2400000,200000,2225903925618417
WLT889851260476,113579953357,Full KYC,Active,16-01-2024,ESC1451483455031,200000,200000,200000,2400000,200000,8324523089030
WLT152905414790,841213533351,Full KYC,Closed,24-09-2023,ESC1690154483559,200000,200000,200000,2400000,200000,1936790265984231
WLT063570159782,491752972332,Full KYC,Active,22-01-2017,ESC7531366403898,200000,200000,200000,2400000,200000,9233083787801
WLT829957247153,836953332241,Full KYC,Active,07-07-2021,ESC6299794807519,200000,200000,200000,2400000,200000,6711927238204142
WLT426616047137,632993753578,Minimum KYC,Active,05-12-2022,ESC7433480906358,10000,10000,10000,120000,10000,41005937098
WLT176394048711,417106276117,Minimum KYC,Active,21-01-2023,ESC3996597982492,10000,10000,10000,120000,10000,73359898457
WLT087302969843,777333294204,Minimum KYC,Active,08-04-2023,ESC5210298403828,10000,10000,10000,120000,10000,35270308574413
WLT459263330276,100648370663,Full KYC,Active,11-12-2023,ESC4734585535418,200000,200000,200000,2400000,200000,3664898748823909
WLT117809430497,503332911670,Minimum KYC,Active,17-01-2021,ESC2075665115327,10000,10000,10000,120000,10000,9215020465665
WLT642469032786,551066115351,Full KYC,Active,23-05-2024,ESC2798376300692,200000,200000,200000,2400000,200000,9155210906223
WLT140711886642,466905231051,Minimum KYC,Suspended,10-03-2023,ESC8242061301657,10000,10000,10000,120000,10000,4602152069206
WLT250515490207,241097030587,Minimum KYC,Suspended,13-10-2023,ESC3457889097656,10000,10000,10000,120000,10000,90274146783746
WLT672684272453,232323054880,Full KYC,Active,01-01-2023,ESC7109767704914,200000,200000,200000,2400000,200000,60506599741615
WLT067857994319,829652435145,Full KYC,Active,10-11-2022,ESC6219369116344,200000,200000,200000,2400000,200000,64977357270
WLT565012351876,206965347322,Full KYC,Active,03-08-2024,ESC8894273490235,200000,200000,200000,2400000,200000,33302331016139
WLT985753910205,829681240208,Full KYC,Active,24-04-2021,ESC6527481843537,200000,200000,200000,2400000,200000,47834211175527
WLT979945476443,104884668687,Full KYC,Active,02-01-2025,ESC5271768709162,200000,200000,200000,2400000,200000,711424467091
WLT702338215830,401593774081,Minimum KYC,Active,07-05-2024,ESC8993669689269,10000,10000,10000,120000,10000,7342758522760256
WLT448036635371,256202901078,Full KYC,Active,20-08-2024,ESC6767600872994,200000,200000,200000,2400000,200000,391181944812
WLT594247823144,859108438123,Minimum KYC,Active,14-03-2023,ESC9878163476088,10000,10000,10000,120000,10000,75417740282
WLT434268096683,204931224981,Minimum KYC,Active,13-04-2024,ESC4550455853981,10000,10000,10000,120000,10000,9285535337448
WLT004386667806,138909195481,Full KYC,Active,30-07-2016,ESC4401205858912,200000,200000,200000,2400000,200000,17616418460427
WLT097619029045,966064271303,Minimum KYC,Active,29-08-2024,ESC9536503290588,10000,10000,10000,120000,10000,1264762147708
WLT100871422721,731275365086,Full KYC,Active,05-03-2023,ESC2046339047691,200000,200000,200000,2400000,200000,606183488054
WLT657517632812,907718989620,Minimum KYC,Active,10-06-2022,ESC4204947116987,10000,10000,10000,120000,10000,9113742342984
WLT237140977129,304884668407,Full KYC,Active,29-05-2021,ESC6555167219335,200000,200000,200000,2400000,200000,64347256689
WLT134281388290,494446460118,Minimum KYC,Active,30-09-2020,ESC5705415192025,10000,10000,10000,120000,10000,9191037195803
WLT155327902057,388523220228,Full KYC,Suspended,09-02-2022,ESC6780976469716,200000,200000,200000,2400000,200000,6799341380951
WLT004279336506,461046387878,Full KYC,Active,15-11-2017,ESC1470954049816,200000,200000,200000,2400000,200000,25239600111
WLT258257365229,611568028238,Minimum KYC,Active,11-06-2024,ESC6516023533144,10000,10000,10000,120000,10000,81285558962
WLT213497089675,110998554013,Full KYC,Active,11-02-2019,ESC7771541208916,200000,200000,200000,2400000,200000,104902322227
WLT135099000727,928539556810,Full KYC,Active,07-01-2024,ESC1376046653269,200000,200000,200000,2400000,200000,77811051593896
WLT655197861937,980775054051,Full KYC,Active,17-01-2023,ESC1628395167051,200000,200000,200000,2400000,200000,7317167030551
WLT875808272397,686346979606,Minimum KYC,Active,11-12-2023,ESC7154147723526,10000,10000,10000,120000,10000,9142685299339
WLT792588231789,306117726762,Full KYC,Active,01-08-2019,ESC9152024691576,200000,200000,200000,2400000,200000,16820338815
WLT556727221111,762449330730,Full KYC,Active,18-09-2019,ESC4432504515943,200000,200000,200000,2400000,200000,65727067884314
WLT977507372453,962027685636,Full KYC,Active,07-02-2022,ESC5214930804639,200000,200000,200000,2400000,200000,442142235631
WLT615004574689,760085604014,Minimum KYC,Active,15-01-2015,ESC5572269916163,10000,10000,10000,120000,10000,40286073412184
WLT132344228395,986793226493,Minimum KYC,Active,22-07-2022,ESC7008628668067,10000,10000,10000,120000,10000,9251109927057
WLT944782890645,890333682002,Minimum KYC,Active,06-06-2018,ESC6926298704610,10000,10000,10000,120000,10000,96395644763
WLT676891871958,837460061583,Full KYC,Active,25-04-2024,ESC2931194343999,200000,200000,200000,2400000,200000,2800495091867
WLT360332673063,840475723910,Full KYC,Active,31-05-2021,ESC9952925953509,200000,200000,200000,2400000,200000,9274822131906
WLT493413097286,681725896374,Full KYC,Active,15-09-2024,ESC6995329342209,200000,200000,200000,2400000,200000,9185195755237
WLT634293692347,204291901485,Minimum KYC,Active,12-07-2020,ESC5478333361650,10000,10000,10000,120000,10000,9147468036697
WLT208937395802,441301188150,Minimum KYC,Active,17-10-2020,ESC1616082722631,10000,10000,10000,120000,10000,1730292011728
WLT450046415783,526766014616,Full KYC,Active,25-06-2020,ESC9174293552725,200000,200000,200000,2400000,200000,47454033613
WLT924657351122,920135898376,Full KYC,Active,08-08-2024,ESC5250166802728,200000,200000,200000,2400000,200000,56104363094197
WLT980332753338,885907072427,Minimum KYC,Active,26-07-2022,ESC8694187336919,10000,10000,10000,120000,10000,2192997327191
WLT810685454378,666852638813,Minimum KYC,Active,30-05-2024,ESC9559449529557,10000,10000,10000,120000,10000,19564469458548
WLT692855053948,268751023698,Minimum KYC,Closed,30-04-2024,ESC9810157883540,10000,10000,10000,120000,10000,9111477250467
WLT642493501522,560940172172,Minimum KYC,Active,01-11-2021,ESC8000229382339,10000,10000,10000,120000,10000,96303469280
WLT162891743831,513768435828,Full KYC,Closed,13-12-2021,ESC1206473933477,200000,200000,200000,2400000,200000,9619108216407
WLT154544019223,717898479639,Full KYC,Active,05-03-2024,ESC3733016826473,200000,200000,200000,2400000,200000,2904727583110
WLT563450039065,955681071724,Minimum KYC,Active,20-01-2023,ESC4437069385300,10000,10000,10000,120000,10000,8489768694048
WLT988431367652,200838741502,Full KYC,Active,29-04-2020,ESC3096819907122,200000,200000,200000,2400000,200000,1510226784879301
WLT929523436787,387829976987,Minimum KYC,Active,20-07-2020,ESC1943259821370,10000,10000,10000,120000,10000,2459058652958497
WLT224877443328,965924286520,Full KYC,Active,16-05-2024,ESC8623229548250,200000,200000,200000,2400000,200000,5801054066129
WLT115259268641,811568649309,Minimum KYC,Active,26-03-2022,ESC7362559777941,10000,10000,10000,120000,10000,42144548171501
WLT382683995640,294581785134,Full KYC,Active,15-01-2019,ESC8560528085324,200000,200000,200000,2400000,200000,22875358760
WLT592612381351,287247862541,Full KYC,Active,22-10-2022,ESC3699709824731,200000,200000,200000,2400000,200000,5805698035089
WLT724639380057,519918795305,Full KYC,Active,18-01-2021,ESC3476899644967,200000,200000,200000,2400000,200000,6141025413248222
WLT988582153359,501982995824,Minimum KYC,Active,10-12-2022,ESC5524878830515,10000,10000,10000,120000,10000,95731915477
WLT616879340534,448646137880,Minimum KYC,Active,02-04-2018,ESC2042851142641,10000,10000,10000,120000,10000,88620126555
WLT268711672691,306294004307,Minimum KYC,Active,12-11-2023,ESC6986827099165,10000,10000,10000,120000,10000,9212741514182
WLT797827094282,630495409916,Minimum KYC,Active,20-07-2020,ESC7417547865631,10000,10000,10000,120000,10000,292845848842
WLT486744181500,649138750312,Full KYC,Active,04-09-2020,ESC5455543077535,200000,200000,200000,2400000,200000,101419866050
WLT980161491270,454592284749,Full KYC,Active,14-04-2022,ESC6625179872174,200000,200000,200000,2400000,200000,4448622688960219
WLT914753771904,797159085033,Full KYC,Active,08-01-2025,ESC4502820736949,200000,200000,200000,2400000,200000,8386298727378
WLT770249389460,791597069833,Full KYC,Active,17-11-2017,ESC4449220352872,200000,200000,200000,2400000,200000,67412738891615
WLT621383143962,422077649068,Minimum KYC,Closed,17-05-2019,ESC5558403361967,10000,10000,10000,120000,10000,37354264590
WLT206923905465,299464996189,Full KYC,Active,24-05-2019,ESC1340167332130,200000,200000,200000,2400000,200000,99276415855
WLT192946740774,250957618793,Full KYC,Active,12-08-2023,ESC5199855722767,200000,200000,200000,2400000,200000,9121851329224
WLT115052076315,499744770745,Minimum KYC,Active,15-10-2022,ESC5411799938710,10000,10000,10000,120000,10000,286133748349
WLT137147296369,968075966554,Full KYC,Active,05-10-2020,ESC7400859303858,200000,200000,200000,2400000,200000,6052003100285
WLT419936833471,151895318526,Minimum KYC,Active,11-05-2020,ESC4083124319579,10000,10000,10000,120000,10000,38026757669133
WLT854505242099,582093198928,Full KYC,Active,15-08-2018,ESC8421848877335,200000,200000,200000,2400000,200000,83932046784141
WLT600627982554,120253489120,Full KYC,Active,16-10-2020,ESC9313024364332,200000,200000,200000,2400000,200000,20818662934847
WLT748262302593,178146392383,Minimum KYC,Active,30-05-2022,ESC7003558728625,10000,10000,10000,120000,10000,157436929016
WLT300398920114,331796485547,Minimum KYC,Active,24-11-2023,ESC4761099897066,10000,10000,10000,120000,10000,1707827471551
WLT657030903871,451790668466,Full KYC,Active,10-03-2023,ESC3903551604971,200000,200000,200000,2400000,200000,983236114823
WLT959584653057,849724435659,Minimum KYC,Active,20-01-2024,ESC4995359271912,10000,10000,10000,120000,10000,428497753977
WLT711375345957,538445601393,Full KYC,Active,03-08-2023,ESC8757723468490,200000,200000,200000,2400000,200000,9357986825181815
WLT495899940464,367359165530,Minimum KYC,Active,09-05-2019,ESC7314593306023,10000,10000,10000,120000,10000,9542501106115489
WLT949771703792,542506013210,Minimum KYC,Active,05-11-2024,ESC3376362816164,10000,10000,10000,120000,10000,68890601981848
WLT653577431504,530614889340,Full KYC,Active,22-10-2024,ESC9872515510916,200000,200000,200000,2400000,200000,94664585371452
WLT793555027455,710696610166,Minimum KYC,Active,01-12-2023,ESC5809794187427,10000,10000,10000,120000,10000,416028185551
WLT069316859609,723235730698,Minimum KYC,Active,11-07-2023,ESC7513669220723,10000,10000,10000,120000,10000,83171142954178
WLT432261336073,426675585182,Minimum KYC,Active,17-01-2018,ESC6441912427441,10000,10000,10000,120000,10000,238628354029
WLT362567144677,816241294626,Full KYC,Active,09-08-2020,ESC1710995371159,200000,200000,200000,2400000,200000,52592514624
WLT442587539249,464347676514,Minimum KYC,Active,06-04-2019,ESC6515720963947,10000,10000,10000,120000,10000,129148190341
WLT748175358099,333778888345,Minimum KYC,Active,17-02-2020,ESC4706593657996,10000,10000,10000,120000,10000,324939375007
WLT495423738175,459642578479,Full KYC,Active,04-04-2021,ESC4164752986142,200000,200000,200000,2400000,200000,344719716729
WLT619254718722,639979591153,Full KYC,Active,26-10-2022,ESC7989482100116,200000,200000,200000,2400000,200000,59159096819814
WLT697466680862,649101829759,Full KYC,Active,20-10-2016,ESC6653916264716,200000,200000,200000,2400000,200000,440641568639
WLT024763614670,355966880475,Full KYC,Suspended,30-06-2021,ESC4788126372900,200000,200000,200000,2400000,200000,37920405314
WLT737844672250,579167116405,Full KYC,Active,23-04-2024,ESC9018149490332,200000,200000,200000,2400000,200000,68540460277464
WLT829039895159,157352290958,Minimum KYC,Active,18-09-2022,ESC3401508920589,10000,10000,10000,120000,10000,58916542400963
WLT570350671994,332179584378,Full KYC,Active,25-06-2019,ESC2962949970903,200000,200000,200000,2400000,200000,17437878334878
WLT769569735617,288920157624,Full KYC,Active,26-10-2023,ESC7104614804742,200000,200000,200000,2400000,200000,907221354089
WLT352680245038,913475573908,Full KYC,Active,06-11-2021,ESC2570418435708,200000,200000,200000,2400000,200000,37252959570
WLT209332294483,450558872845,Full KYC,Active,25-12-2022,ESC8497313656640,200000,200000,200000,2400000,200000,624726840135
WLT981504396836,763088469646,Minimum KYC,Active,21-07-2024,ESC1031281994590,10000,10000,10000,120000,10000,9208875367606
WLT704999097121,989502767451,Full KYC,Active,14-09-2024,ESC2165311802435,200000,200000,200000,2400000,200000,4007098644762
WLT634472361878,437871393747,Full KYC,Closed,26-12-2023,ESC3960949754082,200000,200000,200000,2400000,200000,56248394968061
WLT550237137965,203360554492,Full KYC,Closed,19-02-2021,ESC3733084755802,200000,200000,200000,2400000,200000,856498493105
WLT562625235544,705660615697,Minimum KYC,Active,08-02-2023,ESC8561444351850,10000,10000,10000,120000,10000,8196086697160389
WLT254643022924,394352184203,Minimum KYC,Active,20-02-2024,ESC3710612548993,10000,10000,10000,120000,10000,833580565268
WLT066311979697,690808700609,Minimum KYC,Active,19-01-2025,ESC6286205966219,10000,10000,10000,120000,10000,567533474707
WLT771162600665,487302694608,Minimum KYC,Active,26-12-2022,ESC1749937355287,10000,10000,10000,120000,10000,679576113997
WLT267960095612,247431880689,Full KYC,Active,08-06-2024,ESC7228834411322,200000,200000,200000,2400000,200000,6393602534402
WLT400574359580,373368259976,Full KYC,Active,03-10-2023,ESC4766750542201,200000,200000,200000,2400000,200000,9154777593955
WLT949263529464,523288853700,Full KYC,Active,23-01-2023,ESC6287091763834,200000,200000,200000,2400000,200000,354294034075
WLT432186563499,166831163112,Minimum KYC,Active,04-03-2023,ESC9585417172947,10000,10000,10000,120000,10000,27177541439348
WLT223348423825,637103275115,Full KYC,Active,06-08-2022,ESC9778291118597,200000,200000,200000,2400000,200000,87745040529
WLT331055517615,696527503142,Full KYC,Active,28-04-2020,ESC8891707722897,200000,200000,200000,2400000,200000,532802298853
WLT145343820045,659601590651,Minimum KYC,Active,26-10-2015,ESC1836592442317,10000,10000,10000,120000,10000,7663788416050592
WLT900531172588,399507395082,Full KYC,Active,22-03-2024,ESC3769925701324,200000,200000,200000,2400000,200000,67610129321
WLT244249323669,201951074424,Full KYC,Active,12-02-2023,ESC3526912731810,200000,200000,200000,2400000,200000,94695193996
WLT798276526774,958218390102,Full KYC,Active,26-09-2021,ESC6786676379300,200000,200000,200000,2400000,200000,402204448642
WLT488953213419,392939499075,Full KYC,Active,31-01-2022,ESC6361618785644,200000,200000,200000,2400000,200000,22268830965
WLT435248363669,638282092568,Minimum KYC,Active,08-08-2020,ESC7591497894536,10000,10000,10000,120000,10000,1108923014615
WLT640502007185,477406927813,Minimum KYC,Active,20-12-2024,ESC6868549950116,10000,10000,10000,120000,10000,3761923789619
WLT248980201855,243564349974,Full KYC,Active,23-03-2019,ESC2934384156230,200000,200000,200000,2400000,200000,196495175500
WLT252007248120,187543375426,Full KYC,Active,03-06-2023,ESC9945775350980,200000,200000,200000,2400000,200000,7632885137023315
WLT862988031186,140429679858,Full KYC,Active,18-09-2024,ESC8154803309738,200000,200000,200000,2400000,200000,45987619394288
WLT304192232528,867457825170,Minimum KYC,Active,22-10-2021,ESC7388448636122,10000,10000,10000,120000,10000,4815745857679930
WLT874599985162,198368197539,Full KYC,Suspended,27-10-2022,ESC5563581189155,200000,200000,200000,2400000,200000,9223865377149
WLT696885864719,554743669945,Minimum KYC,Closed,01-02-2024,ESC9185841270603,10000,10000,10000,120000,10000,95899478933858
WLT942861155253,436084116529,Minimum KYC,Active,12-06-2021,ESC1319103276675,10000,10000,10000,120000,10000,3677940174989
WLT536493171901,567869712175,Minimum KYC,Active,15-03-2024,ESC7675440366727,10000,10000,10000,120000,10000,83630137460
WLT876545091050,761159213459,Minimum KYC,Active,09-07-2023,ESC7513499121877,10000,10000,10000,120000,10000,82147946863677
WLT496062387734,564120391551,Full KYC,Active,05-08-2024,ESC4915198639450,200000,200000,200000,2400000,200000,76881259924
WLT668468404486,371033167148,Minimum KYC,Closed,11-07-2024,ESC1962962317163,10000,10000,10000,120000,10000,622858750384
WLT408583002269,718914348176,Minimum KYC,Active,24-05-2020,ESC9511088742173,10000,10000,10000,120000,10000,4783856126847550
WLT624663112109,605021104961,Full KYC,Active,12-04-2020,ESC7889444375720,200000,200000,200000,2400000,200000,5760065193856
WLT942590898873,804944224247,Full KYC,Active,21-06-2024,ESC5429736305021,200000,200000,200000,2400000,200000,9187048979406
WLT862662216378,816116953888,Full KYC,Closed,06-04-2023,ESC2738593587860,200000,200000,200000,2400000,200000,86509664887988
WLT749140824663,204461416864,Full KYC,Active,29-08-2024,ESC5080615793615,200000,200000,200000,2400000,200000,227529404055
WLT047226557994,153827604731,Full KYC,Active,03-09-2022,ESC3477301729637,200000,200000,200000,2400000,200000,22681084732142
WLT878316788134,959782542704,Full KYC,Active,07-03-2017,ESC1888055656146,200000,200000,200000,2400000,200000,1387503947178
WLT556905434923,123362413448,Full KYC,Active,19-02-2023,ESC9694850387678,200000,200000,200000,2400000,200000,59898532993049
WLT409757368460,239594520554,Minimum KYC,Active,11-04-2024,ESC9309364397930,10000,10000,10000,120000,10000,22642626723112
WLT327175592117,250159056878,Full KYC,Active,15-01-2023,ESC8032143278975,200000,200000,200000,2400000,200000,9953897697069030
WLT493232306100,981299901494,Minimum KYC,Active,06-12-2022,ESC8983817620617,10000,10000,10000,120000,10000,99525473133385
WLT780703334054,851982965632,Minimum KYC,Active,29-08-2024,ESC4786264253146,10000,10000,10000,120000,10000,35896128585
WLT546530502844,427457025911,Full KYC,Active,28-12-2019,ESC1169646723433,200000,200000,200000,2400000,200000,565698134371
WLT192080383389,579688289050,Full KYC,Active,29-01-2022,ESC2796498898225,200000,200000,200000,2400000,200000,6832035359174781
WLT323671913102,295419722651,Minimum KYC,Active,30-06-2022,ESC6951480011879,10000,10000,10000,120000,10000,6739595780160
WLT171851984423,357527378244,Minimum KYC,Active,07-01-2021,ESC4642102331401,10000,10000,10000,120000,10000,35786671680837
WLT410057331143,773615639221,Full KYC,Active,04-06-2015,ESC7491850128430,200000,200000,200000,2400000,200000,78829600047
WLT419557279624,774298449046,Minimum KYC,Active,27-05-2023,ESC4015752020036,10000,10000,10000,120000,10000,33222774370
WLT525249442644,667619596466,Minimum KYC,Active,16-12-2020,ESC8843663951390,10000,10000,10000,120000,10000,9392284928598
WLT109930853732,206141412498,Full KYC,Active,22-10-2024,ESC4057035484512,200000,200000,200000,2400000,200000,31232101718
WLT243308193335,243468115602,Full KYC,Active,02-11-2018,ESC2066739957914,200000,200000,200000,2400000,200000,9191438331096
WLT589041777783,648304703429,Full KYC,Active,25-06-2023,ESC6351478172072,200000,200000,200000,2400000,200000,60276152123
WLT961507962377,222755832352,Minimum KYC,Active,29-06-2024,ESC5387200109764,10000,10000,10000,120000,10000,3766132166906
WLT752770116805,662738796925,Full KYC,Active,22-08-2021,ESC9487785253155,200000,200000,200000,2400000,200000,3426286687955
WLT628373996388,265272544309,Minimum KYC,Active,27-10-2015,ESC1031568261485,10000,10000,10000,120000,10000,53027102671
WLT233810944547,922294414604,Full KYC,Active,07-09-2023,ESC1741847595038,200000,200000,200000,2400000,200000,437599669799
WLT819118402542,937542986030,Full KYC,Active,23-07-2020,ESC5818487486177,200000,200000,200000,2400000,200000,4496931258731440
WLT399076274858,349358867757,Full KYC,Active,11-04-2023,ESC9642975899175,200000,200000,200000,2400000,200000,97501381690
WLT197834891759,578607970659,Full KYC,Active,03-09-2024,ESC5019408928012,200000,200000,200000,2400000,200000,29284482018
WLT034601894744,922981046992,Full KYC,Active,16-07-2022,ESC5065408141438,200000,200000,200000,2400000,200000,234254672408
WLT892213430141,684273999000,Full KYC,Active,07-06-2024,ESC3670390237993,200000,200000,200000,2400000,200000,91817767200
WLT775025570417,477303524248,Full KYC,Active,12-06-2024,ESC3525406826643,200000,200000,200000,2400000,200000,53201196811200
WLT850899098477,271662753200,Minimum KYC,Active,20-12-2024,ESC8404586046630,10000,10000,10000,120000,10000,91559122576868
WLT847786183275,839125901369,Minimum KYC,Active,19-08-2022,ESC9479841834435,10000,10000,10000,120000,10000,59026690275
WLT308104004690,306473191991,Full KYC,Active,12-06-2024,ESC5807632408033,200000,200000,200000,2400000,200000,15645789923
WLT621296543282,318970519533,Full KYC,Active,23-09-2024,ESC9347196176213,200000,200000,200000,2400000,200000,883093391678
WLT031251585951,124058958123,Full KYC,Active,02-02-2020,ESC1892419158665,200000,200000,200000,2400000,200000,66726382725
WLT878735714072,240217203222,Full KYC,Active,23-05-2021,ESC3922282827891,200000,200000,200000,2400000,200000,50358784392638
WLT270117590469,690528552433,Full KYC,Active,23-12-2023,ESC7289379347907,200000,200000,200000,2400000,200000,3174967594377777
WLT840707951221,867316201854,Full KYC,Active,03-02-2024,ESC6931545558500,200000,200000,200000,2400000,200000,9469054864954003
WLT967110599730,277315326585,Minimum KYC,Active,30-07-2024,ESC6185518720770,10000,10000,10000,120000,10000,9148515010870219
WLT796207912306,188687690576,Minimum KYC,Active,16-06-2019,ESC8038948082884,10000,10000,10000,120000,10000,701984283821
WLT310301276602,228212524945,Full KYC,Active,25-08-2022,ESC4643056656015,200000,200000,200000,2400000,200000,69904370780
WLT794094571084,568147045629,Minimum KYC,Active,10-08-2024,ESC2316590891313,10000,10000,10000,120000,10000,41422303587866
WLT924764087673,892258335224,Full KYC,Closed,04-04-2022,ESC4349582712233,200000,200000,200000,2400000,200000,97049023793
WLT791104232661,471907928417,Full KYC,Active,30-03-2023,ESC1704484142753,200000,200000,200000,2400000,200000,9183051631843
WLT788178527186,620261008665,Full KYC,Active,10-10-2024,ESC1766458081814,200000,200000,200000,2400000,200000,96045833616
WLT329146489311,251423575136,Minimum KYC,Active,10-08-2018,ESC9397974496240,10000,10000,10000,120000,10000,739764556870
